3875230866 21079.8, -0.5666666666666669, 1
3873884238 50198.2, -0.07999999999999963, 0
3873767695 -909838.0, -0.07999999999999963, 0
3873736273 28831.800000000003, -0.4166666666666674, 1
3873013040 -50030.399999999994, -0.040000000000000036, 0
3872928379 -77133.40000000001, 0.08000000000000052, 1
3871583683 -8714.199999999997, -0.08000000000000052, 1
3871468241 -33058.399999999994, 0.35999999999999943, 1
3871429417 80806.40000000001, -0.19999999999999973, 1
3871429906 -74236.0, -0.23999999999999977, 0
3857994802 -15120.799999999996, -0.1999999999999993, 0
3857937476 222134.2, 0.0, 1
3857860500 -47538.2, -0.2400000000000002, 0
3857753025 -129442.2, -0.19999999999999973, 0
3856771971 -210389.4, -0.4500000000000006, 1
3856695473 -25669.79999999999, -0.11999999999999966, 1
3856545331 -167764.8, 0.040000000000000036, 0
3856511166 -66374.6, 0.08000000000000007, 1
3856434483 1958.4000000000015, 0.20000000000000107, 1
3855456361 39476.799999999996, -0.08000000000000052, 1
3875491644 49693.399999999994, 0.30000000000000027, 0
3875479929 -7749.6, -0.9000000000000004, 0
3875387847 -7920.5999999999985, -1.0, 0
3875372130 10406.4, 0.4000000000000008, 1
3875031706 -42407.799999999996, -0.050000000000000266, 0
3874965007 -927.7999999999993, -0.4666666666666668, 0
3874580286 141892.39999999997, -0.08000000000000052, 1
3865365143 84724.6, -0.28000000000000025, 1
3865139285 59966.6, -0.16000000000000014, 1
3865180478 -144743.8, -0.11999999999999966, 0
3865102490 -202887.59999999998, -0.2799999999999998, 0
3865100325 8993.0, 0.23999999999999977, 1
3865044690 -3279.5999999999985, 0.23999999999999977, 1
3865041150 8142.4000000000015, -0.03999999999999915, 0
3864404396 75652.8, 0.28000000000000025, 1
3864345238 -83513.20000000001, -0.07999999999999963, 0
3875558903 -46773.0, 8.881784197001252e-16, 1
3875546050 -60062.2, -0.04000000000000048, 0
3875513649 221632.0, 0.0, 1
3875469490 196689.60000000003, -0.04000000000000048, 1
3875454986 -35054.399999999994, -0.08000000000000052, 1
3875419295 -86150.4, -0.040000000000000036, 0
3875191805 -15864.0, 0.07999999999999963, 1
3875143884 52729.200000000004, 0.16000000000000014, 1
3875059391 -20260.0, 0.11999999999999966, 0
3875055718 -259743.59999999998, -0.1200000000000001, 0
3875285580 1552.6000000000004, 0.8800000000000003, 0
3875269887 19975.600000000002, -0.06666666666666687, 0
3875140962 9296.8, -1.7000000000000002, 1
3874411424 -33397.2, -1.0666666666666669, 0
3873517554 17046.199999999997, -0.13333333333333286, 0
3872848426 17077.199999999997, 0.1499999999999999, 1
3872901322 -332400.0, 0.46666666666666634, 1
3872827143 1043.6000000000022, -0.1599999999999997, 0
3872810289 114617.40000000001, -0.3999999999999999, 1
3872614150 66012.2, -0.19999999999999973, 0
3875463443 18419.199999999997, 0.6000000000000001, 1
3875440556 -43269.6, 0.1333333333333333, 0
3872901071 3108.9999999999964, 0.11666666666666714, 1
3872775267 -267745.2, 0.7000000000000002, 0
3871440183 -8328.6, 0.2999999999999998, 0
3871321511 -192261.0, 0.10666666666666647, 1
3871247151 181295.8, 0.16666666666666607, 1
3870097456 5336.0, 0.09999999999999964, 1
3870100491 33221.0, 0.20000000000000018, 1
3870005030 11020.000000000002, -0.1999999999999993, 0
3875410466 -206013.8, -0.1200000000000001, 0
3875325786 -520.7999999999884, 0.16000000000000103, 1
3875290944 -113547.79999999999, -0.24000000000000066, 1
3875201221 -28469.000000000007, -0.5, 1
3875140375 -17009.4, -0.7000000000000002, 1
3875024577 -1832.800000000003, 0.10000000000000009, 1
3875049893 -3209.5999999999995, -0.10000000000000009, 1
3874955149 2813.2000000000007, 0.17999999999999972, 1
3874708613 -24109.6, 0.5499999999999998, 1
3874099240 -61082.59999999999, 0.6799999999999997, 0
3875262595 308415.2, -0.19999999999999973, 0
3874758753 -99905.6, -0.08000000000000052, 1
3873877993 131857.8, -0.16000000000000014, 1
3873757353 54426.799999999996, 0.04000000000000048, 1
3873660744 38153.79999999999, 0.19999999999999973, 1
3873560168 98561.0, 0.15999999999999925, 1
3872439316 -206304.2, -0.11999999999999966, 0
3872244745 -69025.4, 0.0, 1
3872122021 54425.00000000001, 0.0, 1
3871054597 76003.20000000001, 0.04000000000000048, 1
3848533642 42535.2, 0.2799999999999998, 1
3847042792 30615.200000000004, 0.11999999999999966, 1
3847001315 -34998.399999999994, -0.43999999999999995, 0
3846875275 33120.2, -0.040000000000000036, 0
3846327274 38479.2, 0.07999999999999963, 1
3846243448 18262.59999999999, -0.6399999999999997, 0
3846159340 -75507.0, -0.15999999999999925, 0
3846003889 294128.6, 0.0, 0
3845689666 -122087.79999999999, -0.040000000000000924, 1
3844630977 65571.6, -0.23999999999999977, 0
